"date","category","earned","earned_cumulative","budget","planned_cumulative"
"27/08/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"27/08/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"27/08/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"27/08/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"27/08/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"27/08/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"27/08/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"27/08/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"27/08/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"27/08/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"27/08/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"27/08/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"27/08/2018","P7.2.057 Landscaping",NA,NA,600,NA
"27/08/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"27/08/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"27/08/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"27/09/2018","",0.02592,0.24522,4.37554,NA
"27/09/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"27/09/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"27/09/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"27/09/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"27/09/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"27/09/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"27/09/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"27/09/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"27/09/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,598.4
"27/09/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"27/09/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"27/09/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"27/09/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"27/09/2018","P7.2.057 Landscaping",NA,NA,600,NA
"27/09/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"27/09/2018","P7.2.062 Earthworks and Access Tracks",NA,1422.01983512814,1806.15920716332,1000.78
"27/09/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"27/10/2018","",NA,1.2226359,4.37554,NA
"27/10/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"27/10/2018","P7.2.003 PV Module Supply",NA,NA,NA,1.44
"27/10/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,3.52
"27/10/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"27/10/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"27/10/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"27/10/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,1399.93
"27/10/2018","P7.2.012 Piling",247.12864618325,3849.4862554506,12438.475017612,1004.45
"27/10/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,40.73
"27/10/2018","P7.2.015 Fencing & Gates",NA,243.20898,2220.801105,2200
"27/10/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"27/10/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,42.7858838469103,93792,NA
"27/10/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"27/10/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"27/10/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,1.4
"27/10/2018","P7.2.057 Landscaping",NA,NA,600,NA
"27/10/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"27/10/2018","P7.2.062 Earthworks and Access Tracks",NA,1680.94097811602,1806.15920716332,1159.95
"27/10/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"27/11/2018","",NA,2.2085885,4.37554,NA
"27/11/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"27/11/2018","P7.2.003 PV Module Supply",NA,NA,NA,5.64
"27/11/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,7.86
"27/11/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"27/11/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"27/11/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,852.53
"27/11/2018","P7.2.011 Roads and PCU Earthworks",NA,1380.64091847377,4480.34095470976,2648.2
"27/11/2018","P7.2.012 Piling",233.4862503306,10967.8977238631,12438.475017612,3264.88
"27/11/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,1965.09
"27/11/2018","P7.2.015 Fencing & Gates",NA,904.594246875,2220.801105,2200
"27/11/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,1150.88
"27/11/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",844.569626826618,5924.97401015091,93792,12107.62
"27/11/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"27/11/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"27/11/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,3.57
"27/11/2018","P7.2.057 Landscaping",NA,NA,600,NA
"27/11/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,3.21
"27/11/2018","P7.2.062 Earthworks and Access Tracks",NA,1680.94097811602,1806.15920716332,1159.95
"27/11/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"27/12/2018","",NA,3.5218745,4.37554,NA
"27/12/2018","LOGISTIC Install PCU on Position",NA,NA,290,70
"27/12/2018","P7.2.003 PV Module Supply",NA,NA,NA,9.55
"27/12/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,7.86
"27/12/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,140
"27/12/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"27/12/2018","P7.2.010 Foundations Substation)",NA,2206.53409090909,4499.99999999999,2845.02
"27/12/2018","P7.2.011 Roads and PCU Earthworks",NA,2421.28482708064,4480.34095470976,3803.15
"27/12/2018","P7.2.012 Piling",NA,11343.3873077281,12438.475017612,6985.02
"27/12/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,1348.62175002405,14114.5575031047,4126.49
"27/12/2018","P7.2.015 Fencing & Gates",NA,1853.3317815,2220.801105,2200
"27/12/2018","P7.2.019 Electrical Solar Farm",NA,989.860857142857,35970.2937714286,2875.25
"27/12/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",311.205026762858,21605.619161677,93792,30100.15
"27/12/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,160
"27/12/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"27/12/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,4.2
"27/12/2018","P7.2.057 Landscaping",NA,NA,600,NA
"27/12/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,449.97
"27/12/2018","P7.2.062 Earthworks and Access Tracks",NA,1680.94097811602,1806.15920716332,1159.95
"27/12/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"28/01/2018","",NA,NA,4.37554,NA
"28/01/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"28/01/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"28/01/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"28/01/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"28/01/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"28/01/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"28/01/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"28/01/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"28/01/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"28/01/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"28/01/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"28/01/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"28/01/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"28/01/2018","P7.2.057 Landscaping",NA,NA,600,NA
"28/01/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"28/01/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"28/01/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"28/02/2018","",NA,NA,4.37554,NA
"28/02/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"28/02/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"28/02/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"28/02/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"28/02/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"28/02/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"28/02/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"28/02/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"28/02/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"28/02/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"28/02/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"28/02/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"28/02/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"28/02/2018","P7.2.057 Landscaping",NA,NA,600,NA
"28/02/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"28/02/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"28/02/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"28/03/2018","",NA,NA,4.37554,NA
"28/03/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"28/03/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"28/03/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"28/03/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"28/03/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"28/03/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"28/03/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"28/03/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"28/03/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"28/03/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"28/03/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"28/03/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"28/03/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"28/03/2018","P7.2.057 Landscaping",NA,NA,600,NA
"28/03/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"28/03/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"28/03/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"28/04/2018","",NA,NA,4.37554,NA
"28/04/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"28/04/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"28/04/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"28/04/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"28/04/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"28/04/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"28/04/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"28/04/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"28/04/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"28/04/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"28/04/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"28/04/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"28/04/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"28/04/2018","P7.2.057 Landscaping",NA,NA,600,NA
"28/04/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"28/04/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"28/04/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"28/05/2018","",NA,NA,4.37554,NA
"28/05/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"28/05/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"28/05/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"28/05/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"28/05/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"28/05/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"28/05/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"28/05/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"28/05/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"28/05/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"28/05/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"28/05/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"28/05/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"28/05/2018","P7.2.057 Landscaping",NA,NA,600,NA
"28/05/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"28/05/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"28/05/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"28/06/2018","",NA,NA,4.37554,NA
"28/06/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"28/06/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"28/06/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"28/06/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"28/06/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"28/06/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"28/06/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"28/06/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"28/06/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"28/06/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"28/06/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"28/06/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"28/06/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"28/06/2018","P7.2.057 Landscaping",NA,NA,600,NA
"28/06/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"28/06/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"28/06/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"28/07/2018","",NA,NA,4.37554,NA
"28/07/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"28/07/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"28/07/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"28/07/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"28/07/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"28/07/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"28/07/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"28/07/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"28/07/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"28/07/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"28/07/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"28/07/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"28/07/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"28/07/2018","P7.2.057 Landscaping",NA,NA,600,NA
"28/07/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"28/07/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"28/07/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"28/08/2018","",NA,NA,4.37554,NA
"28/08/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"28/08/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"28/08/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"28/08/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"28/08/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"28/08/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"28/08/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"28/08/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"28/08/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"28/08/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"28/08/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"28/08/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"28/08/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"28/08/2018","P7.2.057 Landscaping",NA,NA,600,NA
"28/08/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"28/08/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"28/08/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"28/09/2018","",NA,0.24522,4.37554,NA
"28/09/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"28/09/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"28/09/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"28/09/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"28/09/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"28/09/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"28/09/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"28/09/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"28/09/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,686.4
"28/09/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"28/09/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"28/09/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"28/09/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"28/09/2018","P7.2.057 Landscaping",NA,NA,600,NA
"28/09/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"28/09/2018","P7.2.062 Earthworks and Access Tracks",NA,1422.01983512814,1806.15920716332,1036.54
"28/09/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"28/10/2018","",NA,1.2226359,4.37554,NA
"28/10/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"28/10/2018","P7.2.003 PV Module Supply",NA,NA,NA,1.52
"28/10/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,3.66
"28/10/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"28/10/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"28/10/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"28/10/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,1399.93
"28/10/2018","P7.2.012 Piling",235.2754169998,4084.7616724504,12438.475017612,1004.45
"28/10/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,40.73
"28/10/2018","P7.2.015 Fencing & Gates",NA,243.20898,2220.801105,2200
"28/10/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"28/10/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,42.7858838469103,93792,NA
"28/10/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"28/10/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"28/10/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,1.47
"28/10/2018","P7.2.057 Landscaping",NA,NA,600,NA
"28/10/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"28/10/2018","P7.2.062 Earthworks and Access Tracks",NA,1680.94097811602,1806.15920716332,1159.95
"28/10/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"28/11/2018","",NA,2.2085885,4.37554,NA
"28/11/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"28/11/2018","P7.2.003 PV Module Supply",NA,NA,NA,5.80999999999999
"28/11/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,7.86
"28/11/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"28/11/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"28/11/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,922.53
"28/11/2018","P7.2.011 Roads and PCU Earthworks",NA,1380.64091847377,4480.34095470976,2706.54
"28/11/2018","P7.2.012 Piling",180.03489608825,11147.9326199514,12438.475017612,3403.4
"28/11/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,2062.12
"28/11/2018","P7.2.015 Fencing & Gates",NA,904.594246875,2220.801105,2200
"28/11/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,1201.26
"28/11/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",1015.50474106817,6940.47875121909,93792,12951.06
"28/11/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"28/11/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"28/11/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,3.64
"28/11/2018","P7.2.057 Landscaping",NA,NA,600,NA
"28/11/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,35.35
"28/11/2018","P7.2.062 Earthworks and Access Tracks",NA,1680.94097811602,1806.15920716332,1159.95
"28/11/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"28/12/2018","",NA,3.5218745,4.37554,NA
"28/12/2018","LOGISTIC Install PCU on Position",NA,NA,290,70
"28/12/2018","P7.2.003 PV Module Supply",NA,NA,NA,9.69
"28/12/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,7.86
"28/12/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,140
"28/12/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"28/12/2018","P7.2.010 Foundations Substation)",NA,2206.53409090909,4499.99999999999,2845.02
"28/12/2018","P7.2.011 Roads and PCU Earthworks",NA,2421.28482708064,4480.34095470976,3803.15
"28/12/2018","P7.2.012 Piling",NA,11343.3873077281,12438.475017612,6985.02
"28/12/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,1348.62175002405,14114.5575031047,4126.49
"28/12/2018","P7.2.015 Fencing & Gates",NA,1853.3317815,2220.801105,2200
"28/12/2018","P7.2.019 Electrical Solar Farm",NA,989.860857142857,35970.2937714286,2875.25
"28/12/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",385.559270629731,21991.1784323068,93792,30100.15
"28/12/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,160
"28/12/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"28/12/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,4.2
"28/12/2018","P7.2.057 Landscaping",NA,NA,600,NA
"28/12/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,449.97
"28/12/2018","P7.2.062 Earthworks and Access Tracks",NA,1680.94097811602,1806.15920716332,1159.95
"28/12/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"29/01/2018","",NA,NA,4.37554,NA
"29/01/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"29/01/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"29/01/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"29/01/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"29/01/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"29/01/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"29/01/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"29/01/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"29/01/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"29/01/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"29/01/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"29/01/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"29/01/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"29/01/2018","P7.2.057 Landscaping",NA,NA,600,NA
"29/01/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"29/01/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"29/01/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"29/03/2018","",NA,NA,4.37554,NA
